площадь,цена,этаж,кол-во_комнат
134,9088795,10,5
41,18763347,2,5
107,11517476,17,4
84,3676190,9,1
109,4168752,13,3
142,3703287,12,2
113,13100425,11,4
118,14646142,22,1
81,10369298,6,5
128,16338262,2,1
145,11357812,10,3
109,9488878,15,5
80,15826446,5,5
32,14270190,22,4
68,2046730,9,3
87,12470524,19,5
28,15362397,21,2
148,13983830,5,5
82,10252666,3,1
110,10204174,8,5
102,18640417,19,4
86,1321928,18,4
113,4475036,6,4
70,14629885,10,2
113,13717125,17,4
48,10310196,15,3
31,19121609,14,3
36,4711922,13,5
58,11407921,21,4
74,5684759,20,1
26,2934022,5,4
129,6223548,23,4
64,9209547,21,2
108,4457490,12,2
67,7482493,7,2
87,5963734,18,4
37,16211323,18,5
43,7101237,14,1
124,13871754,3,2
141,1382674,15,2
145,3630577,24,3
125,7177414,24,2
130,13962794,20,3
139,4936273,11,1
144,14927700,22,4
72,14130616,22,4
144,4939594,11,4
20,10187617,17,5
68,18384093,24,2
114,8819591,3,4
132,18219916,16,1
123,8342301,5,4
33,2211115,24,3
31,15082403,4,3
36,1529241,21,3
46,2708255,13,4
129,19892931,16,1
61,15842177,12,3
147,2326747,11,5
63,6676284,20,5
24,8365150,12,4
55,6472518,7,3
23,5325578,15,1
140,18794066,1,1
29,10986086,9,3
91,5835423,3,5
118,7673039,16,3
128,19899058,23,3
138,5002600,2,1
119,2760786,15,1
71,8593911,2,2
48,11139272,5,2
136,17460470,14,4
106,2647840,3,2
135,14856462,4,2
71,13041502,5,3
145,14911750,8,5
27,2226052,11,1
69,6253508,15,4
71,15037155,17,5
111,10740084,2,5
64,17719418,18,3
27,12498257,1,3
91,8018849,22,1
85,12037180,5,2
105,14499944,24,4
81,1381558,16,1
149,3104768,20,2
75,3958335,19,4
38,5612331,18,2
32,5149869,5,4
143,10139408,9,5
54,2287398,19,1
97,14238261,16,3
119,3228069,2,2
149,1325046,12,5
79,11157943,18,5
135,14018644,18,4
46,6054770,15,4
110,10095758,23,2
103,15184887,13,4
126,6324581,7,5
41,8314634,17,3
144,12159197,11,4
26,7997048,1,4
68,5930084,15,4
35,5492483,9,2
80,5252243,4,4
130,10967952,13,4
99,12111873,19,4
35,13093805,12,4
55,17656408,6,4
29,9695224,7,1
89,1799058,17,1
44,9380804,16,3
70,15636195,5,1
139,8754455,18,4
85,10399098,21,1
65,17153402,23,5
148,11807996,9,1
22,16812062,5,1
146,16095338,8,1
127,2399936,9,5
138,16326422,10,2
107,9236471,11,3
91,5467380,12,4
132,6250685,1,5
124,18655829,5,3
72,8291305,12,4
129,11996454,5,3
124,4854060,15,2
111,16814045,7,1
40,15931470,22,2
113,3567377,19,2
147,14163082,3,1
74,1929045,18,5
142,5780581,17,1
41,15433564,14,2
135,4386362,4,5
103,19716000,16,4
85,13697738,18,5
126,15116563,24,5
90,6896249,24,5
131,11494112,21,5
75,6996338,18,5
88,1872761,15,1
85,1411921,6,2
27,7806865,13,3
116,5314867,22,2
80,9512006,2,3
59,18926312,24,1
72,2477830,6,1
21,15729114,7,5
25,5137854,18,3
131,6267261,10,2
87,11871934,8,3
51,5492111,4,5
29,10484383,18,3
118,5969843,17,3
49,16276874,12,5
21,10084221,4,1
85,17694618,20,1
32,1285310,24,1
49,10175747,22,5
111,12430315,21,1
55,12003771,12,3
107,5630585,2,5
114,15938667,17,4
65,10735055,16,2
132,7637819,3,5
43,12038667,19,4
78,12433649,9,2
134,18063782,20,1
68,2557228,8,4
148,11001116,15,2
39,15203974,8,2
87,14455024,2,2
106,6749151,3,5
57,8490913,19,4
71,6193238,1,1
37,7141129,4,3
78,9642108,19,5
47,1471621,11,2
28,15952508,11,1
52,7120744,13,2
144,12626768,15,4
105,14151787,8,5
67,4062483,23,3
95,17818918,22,1
55,5093205,17,3
74,3775564,3,2
27,19016507,23,2
92,14072296,20,5
75,19456223,24,3
69,19332719,3,5
72,19133701,8,5
41,1246916,13,3
144,1853847,11,1
129,12783370,21,5
69,17816362,10,2
48,11106526,12,3
128,16339233,7,3
51,6728932,2,5
121,9204089,7,2
41,12029506,2,5
119,16583273,10,5
98,1700029,21,3
79,3166225,11,4
64,16543247,4,2
91,8649202,3,4
139,8926564,22,4
27,10780061,9,4
75,2783544,9,1
52,17058576,23,4
75,6162300,21,3
86,13242859,4,4
72,3655085,10,2
94,8729802,24,4
24,12182527,9,2
41,19710618,6,4
68,6815323,19,1
133,16111716,9,2
67,9960390,14,1
80,1918392,3,5
29,17600726,24,4
61,15639181,13,1
41,12806391,13,3
79,10154208,24,3
29,6175405,2,5
115,11265853,20,1
120,19044607,19,2
105,8017010,22,2
120,16384780,21,5
97,10738605,6,3
83,12931166,8,3
133,9637252,9,4
97,14681097,9,5
111,8511111,5,3
107,3876644,13,5
67,6723881,22,3
41,2039695,12,1
106,11142912,20,3
89,8113533,15,3
147,8837717,5,2
100,15382111,16,4
28,17983472,4,1
49,12360960,13,4
38,2290367,1,5
49,2416395,17,3
63,2896952,4,2
142,13849245,22,5
60,10504588,13,5
60,13046307,13,3
52,11944695,19,5
82,9951438,11,2
134,11955086,23,5
80,12177319,23,4
48,5129874,1,4
69,15721541,15,5
111,1190012,3,2
83,16359840,4,4
69,2773808,21,5
42,1747535,23,1
78,9348494,12,5
149,6784205,18,1
107,16506140,11,5
113,16714426,23,4
120,19046715,10,5
130,8355632,21,1
73,8286840,11,1
29,17762883,23,2
81,7128491,17,5
86,10091938,12,1
49,4314921,23,2
85,8463510,19,4
123,15074895,22,3
92,10519207,16,2
117,16087574,1,2
117,19385207,6,4
127,3189707,20,3
73,8789006,15,4
118,1114199,21,3
116,13859359,24,2
99,12306153,4,4
123,15971289,20,2
37,17959373,9,2
86,6798873,16,5
101,18030182,17,5
83,9344938,22,1
73,2722798,1,4
76,7629202,8,1
41,1146136,17,1
130,9306623,11,3
101,15156985,8,4
100,15074109,23,3
140,12464084,14,3
130,13757461,22,4
128,12248168,7,1
116,1966192,14,3
49,12401108,2,2
38,5971246,18,3
25,2165497,7,3
101,13505699,24,2
25,12582039,6,5
91,13083037,8,4
103,6817821,10,3
107,16306352,9,1
30,14386603,20,5
118,10310753,23,4
93,19614321,24,5
135,7015392,11,1
92,14065878,22,4
110,16441382,13,5
56,2539753,8,1
101,16429398,8,2
32,16183934,7,1
51,13821083,6,3
23,3679934,17,5
55,18283667,23,2
145,9568739,2,1
99,11088651,1,3
91,17016145,3,1
136,19857548,21,2
109,19034361,17,3
30,10908380,23,5
24,18225896,2,5
135,14260235,12,3
95,16405476,20,4
96,14122580,3,4
115,11633832,12,5
23,18861267,8,1
34,1986539,24,1
24,10963815,8,3
63,16930617,11,3
81,16768526,16,4
58,19411820,5,4
101,18344989,15,2
76,5839420,19,1
48,7433848,20,3
73,13714930,20,4
127,10692383,3,2
83,2228765,3,4
123,16209900,20,5
135,16446380,15,4
90,1271284,9,3
84,3992512,1,2
37,9711266,18,4
62,7685310,1,4
117,2813936,13,3
104,13911749,5,4
136,6416757,19,5
123,3186212,13,2
35,8575559,23,5
37,17366355,13,2
76,11473653,3,1
112,18746905,4,5
133,3822108,15,4
26,14415441,17,2
118,17774987,12,1
57,19492269,11,1
113,13363387,18,1
62,5056477,15,3
43,14303627,5,3
137,16599847,2,3
134,15123297,7,3
54,14613855,24,4
32,10265137,23,2
92,10050445,12,4
61,16856911,14,3
110,14680081,24,2
105,13048487,15,3
117,14653018,10,5
102,16289096,14,5
113,8309552,7,5
132,17424135,23,4
37,6505030,20,5
118,14794637,15,3
32,15247484,1,1
120,14317938,13,3
77,2583468,23,1
113,4496551,20,4
34,14529570,19,1
84,12508219,4,5
38,7335974,14,3
80,9322244,1,2
113,11847296,23,2
126,7485517,8,1
74,18654952,17,3
69,10654574,20,2
136,8307562,16,3
84,4836041,19,5
129,5995137,7,5
22,18972902,19,2
43,9333396,24,3
66,12548354,1,2
88,8579692,1,4
34,11305915,21,3
149,14348086,3,4
41,7552399,20,1
146,8114853,11,5
57,2877246,21,5
88,14412703,12,4
120,7948093,19,2
97,2075213,18,3
134,1653978,7,3
145,1066403,10,1
134,7142404,4,5
135,14483747,16,4
130,1788651,7,5
99,6693916,13,5
138,18874135,2,5
100,11993397,8,5
42,3628792,13,5
113,2869746,16,5
28,1892665,22,3
149,16548902,18,4
112,1621083,23,4
116,8254012,10,3
89,16657682,15,5
110,17965620,6,3
142,19837621,15,3
44,5142284,24,3
124,4560489,2,4
111,11751874,24,5
54,17059904,6,3
82,18039090,13,4
84,15734282,22,5
65,1009757,15,2
54,6283669,4,3
70,2457642,5,3
139,14809397,1,3
28,19323828,12,2
32,1618969,10,2
72,9708124,3,2
44,10129347,5,4
126,3855115,7,1
44,3255289,12,3
66,1384453,23,5
122,3767681,6,4
130,4032033,11,4
99,18440748,21,4
34,13878601,13,1
94,5753886,15,5
76,11266921,6,3
77,5905733,1,4
93,18226324,22,5
63,1945889,2,4
89,12230634,4,5
24,16785432,3,4
28,12131557,3,4
35,4255645,24,4
117,16184676,9,1
65,1440528,21,1
147,10440452,2,4
129,5871434,5,2
47,17725164,15,2
124,7982787,2,2
123,2889191,18,2
82,17479105,17,2
32,5230790,21,3
26,4026476,20,4
55,5904758,22,1
116,16258505,11,4
149,19171981,5,1
78,9720605,1,3
38,7097177,19,3
26,17830145,14,4
72,12439735,9,2
52,2342636,5,2
36,4957798,11,1
138,15687327,15,3
143,7400088,7,5
119,1384230,14,4
73,17350519,6,3
24,3660882,17,4
60,5136872,13,3
51,5458819,18,2
131,8012368,1,4
121,18724333,10,3
98,7372209,4,1
131,6864348,5,5
121,1732597,15,2
61,6070295,5,5
123,17911069,6,5
33,4609273,15,4
80,9021292,2,2
90,17932000,21,5
124,15545626,14,5
129,5643421,11,1
38,13992037,16,3
40,7859772,24,4
95,7519644,19,1
113,5148845,6,4
79,5950623,1,2
92,1557479,9,3
65,3030354,3,5
135,15999754,3,3
63,17393855,17,5
68,2747958,10,3
23,2326468,20,3
29,14709916,20,3
96,5949630,16,1
37,4786079,22,2
148,12440940,12,5
146,14926179,9,1
78,12126667,13,3
98,16919370,24,3
136,15665365,22,1
91,2753883,3,4
144,12150498,18,1
142,1016595,2,2
111,18060047,13,3
80,2862773,6,5
133,7811218,16,2
49,7727772,17,4
115,5245726,13,1
43,11006548,17,2
144,9614749,6,3
28,5860740,16,3
103,12966372,13,2
37,10963236,9,1
71,12318275,13,4
36,13764118,23,5
82,7867826,14,1
64,2757421,21,5
41,4312551,24,5
85,2909891,4,3
80,6038572,15,1
79,8489730,4,1
113,6353317,18,2
108,11464202,23,5
87,8874267,18,5
65,11210949,4,4
114,18210786,8,4
145,12970787,15,3
142,17813005,15,5
78,19472728,7,1
67,10076385,17,5
127,15129903,24,4
22,15147686,6,3
28,9644507,14,2
30,13714540,10,4
33,17946156,2,4
39,18641996,4,4
120,16630777,21,5
94,18872292,20,5
97,15902092,3,4
133,11644030,4,2
58,12925491,16,2
48,15411136,14,1
61,13822730,1,5
42,16128845,21,2
70,9099264,1,2
114,12693905,20,3
96,10449806,18,1
149,14592238,3,4
148,15759030,4,3
137,17819402,2,2
115,15814308,15,5
86,14483832,3,4
68,9985598,15,4
144,6495574,14,5
116,5843047,20,2
126,13268402,15,4
128,18803636,16,4
70,3875510,22,5
38,14291357,6,1
52,19403260,12,2
61,6501832,17,3
42,8138070,11,3
83,17007835,13,4
37,16154258,23,4
39,16376206,17,1
94,19464564,19,5
111,3185659,15,2
128,13514135,17,5
20,1326096,21,4
116,7609148,23,1
108,18998279,6,5
96,17156178,18,4
32,16214377,17,2
68,3743577,13,1
52,6156927,16,3
41,14795448,10,2
129,19213501,14,2
85,18884824,1,3
121,11305782,24,3
107,16003532,2,2
111,7572641,18,3
89,17777796,19,4
115,14798009,23,2
45,6908976,12,2
37,1759345,3,3
58,15758222,3,3
97,16162322,11,5
104,6616983,20,2
143,9087847,15,1
47,3242616,6,4
116,14874767,7,1
106,7284846,23,5
21,11537791,12,2
147,16232875,4,1
61,8621030,9,1
116,16582739,16,2
27,10009315,13,5
101,4478104,4,5
101,8265525,1,5
96,3083706,4,4
87,3933782,9,1
143,2644871,14,5
45,17521671,23,2
100,14741902,5,5
70,9253571,7,3
40,18378236,14,5
86,16300938,2,2
144,19646500,1,4
141,16150256,14,4
104,15167999,3,3
45,19325734,20,2
131,11794599,3,4
31,5331927,8,4
95,19298295,20,3
96,6175668,2,4
120,2773288,1,5
36,8095739,9,4
145,17867212,15,4
101,19398893,11,1
132,7773818,13,3
95,10658491,22,5
110,9549974,15,5
70,8730015,12,4
32,12660631,23,5
43,18426007,17,2
64,4984610,23,4
71,2819281,20,2
132,1811255,22,1
119,1685342,24,2
71,18515348,6,3
124,16349610,17,4
39,6895617,22,3
149,7336525,4,3
141,9579531,1,1
67,14105808,5,3
88,10240118,20,4
119,19552844,5,5
32,9092393,19,5
74,11683216,7,3
102,9511694,21,4
89,14529223,6,3
123,14553428,3,3
46,18365562,16,1
103,2633587,6,3
104,4280784,2,2
102,2951263,17,4
52,9414640,3,5
32,2633469,10,5
136,8789839,20,1
111,16891814,19,2
42,17466379,21,4
110,2966367,23,1
81,17549261,22,4
121,11395336,9,5
137,16394188,22,2
125,1697181,18,5
67,2993725,19,2
61,13139318,6,1
23,11660303,2,1
123,4502029,13,4
123,4528044,24,5
117,19296722,22,3
135,4621006,24,4
51,7780380,21,4
124,8954811,12,3
31,12981386,17,5
116,14423254,18,1
37,6696513,14,5
40,8471201,23,4
90,18353229,6,2
48,6107582,21,2
115,15223033,23,5
114,4500719,8,3
94,2001040,23,3
122,19858164,22,2
75,4644301,9,2
37,9346941,12,3
51,12625357,15,5
66,10577932,16,4
143,7434201,15,3
71,9316221,22,3
72,13787119,22,3
126,12846934,23,2
81,4227973,13,5
58,9970807,7,3
104,10636709,21,3
95,9478462,20,2
61,17492259,19,4
126,11699195,22,2
46,14079192,12,5
39,19640739,7,1
131,2111809,14,4
107,3736292,6,3
65,1766356,5,5
90,13181940,19,2
85,1272264,7,5
37,7226822,12,3
113,10425352,24,4
93,7289504,1,2
139,14103322,12,4
87,10209973,13,2
104,8244630,3,5
131,3142140,14,3
96,5660924,20,5
78,8175980,19,3
114,3826731,15,2
124,9769673,6,1
110,4458727,16,3
49,15963032,23,3
102,17754923,12,5
89,13107858,24,1
33,16957295,17,2
24,11545332,21,1
55,16010793,16,5
84,12905261,10,5
92,7530829,21,2
105,2168308,11,1
35,8785112,5,2
47,13381454,3,5
75,3356661,16,5
148,12642026,10,5
65,19027066,18,2
40,1793687,4,3
68,1669190,2,5
55,8179910,3,1
26,12166257,8,4
139,12649578,11,3
52,1090525,20,2
146,15574709,11,3
78,16593230,21,2
26,4827594,6,3
73,7113964,22,5
122,18347019,17,3
44,11764819,16,3
118,13755949,1,3
73,5683491,2,2
123,19929908,23,3
24,5403907,3,1
46,4203893,6,2
131,9664496,14,1
85,14186075,19,5
145,14386297,19,4
114,7272829,11,5
102,10731849,13,5
133,2250455,3,5
31,12130039,21,2
74,18737968,18,2
70,18885158,18,3
73,5344837,9,4
105,8284184,21,2
138,10603660,13,3
121,14942038,5,3
76,2357081,15,2
94,11653841,2,1
99,1346651,1,4
91,16148985,12,5
41,6656577,2,5
32,7796476,19,3
93,8962190,17,2
25,2532461,10,5
93,4531680,9,1
70,11356682,7,5
107,8750181,2,2
49,12324141,2,3
44,3405775,13,5
148,5961317,23,4
32,12468859,2,1
120,1955406,17,1
113,1697791,4,1
98,6615794,20,3
110,3412329,18,2
132,1567029,24,1
118,17195300,23,3
90,6223473,16,1
50,5557706,24,4
149,11923847,15,2
82,17492090,22,5
124,13770921,20,4
32,7694190,8,4
113,5253536,9,5
36,9724686,22,2
60,16716915,16,4
68,19869981,11,5
93,17924042,14,5
98,8525991,11,3
78,16569435,13,5
146,4214851,13,3
101,9685150,19,2
77,15242978,22,5
100,5885983,11,2
27,8894547,18,5
72,6476312,17,3
96,12737079,10,5
44,16433201,13,2
117,14602167,18,2
22,9629914,8,4
128,19156104,24,5
66,15950285,11,5
131,16208940,16,1
141,10545412,3,4
23,19105381,21,1
85,16805410,12,2
89,11431787,24,1
29,9081183,14,4
73,10326624,11,2
141,14235631,17,3
53,10433428,6,1
64,11009981,16,5
97,1719818,15,3
138,16120530,20,4
21,1150189,9,2
51,18549912,19,1
89,7712520,22,2
142,4595924,20,2
122,8881178,9,1
94,11760888,15,3
37,12605282,17,1
139,7323219,2,2
111,8003966,10,2
117,2641304,8,5
30,4414643,16,3
137,15507887,23,2
53,15649231,2,5
135,10594141,15,4
82,9021212,22,2
75,11692840,17,3
127,3139112,10,4
59,9724730,16,4
20,10140950,12,3
107,16575466,21,1
119,19954785,13,2
103,19851932,21,4
23,3251093,3,2
102,19213722,10,5
71,10541429,14,3
72,4057029,23,4
25,14450488,12,5
28,2015107,5,3
135,5701729,9,4
89,1256577,3,1
85,2954666,18,3
25,10207034,6,4
72,9901263,22,4
91,17359189,4,2
111,9732412,6,3
131,16536977,9,4
121,9368419,2,2
121,6690619,12,1
98,7868931,23,3
103,15644675,13,3
27,15634196,21,2
23,4065733,18,5
25,10624504,4,5
77,1672557,15,1
29,17238262,13,4
54,12971242,1,2
116,10444233,7,3
106,13625411,14,1
65,11612219,23,1
32,3159318,19,1
47,8178096,22,1
81,6767861,14,1
60,2506099,14,2
50,7460202,22,5
114,11223481,11,1
88,13820103,1,5
81,16854808,9,4
66,16501793,4,4
60,13523964,10,4
88,6023605,6,1
80,16066125,11,4
61,5554742,14,2
62,17003044,1,4
96,12108875,21,2
34,10518425,13,1
109,7943824,8,3
148,9371842,2,3
104,3086936,18,5
128,10285135,20,2
61,8406606,19,3
101,16081264,14,1
124,9369629,10,5
107,8459436,2,4
71,12563311,23,2
88,12931049,20,2
122,11044724,21,3
20,1721319,17,3
58,2960878,5,1
72,5853864,13,2
89,14471318,14,1
123,8415952,17,4
85,17644455,6,1
131,12644042,9,5
130,13514939,22,3
57,14982372,18,4
105,14386605,16,1
108,5415934,23,3
100,13551065,5,5
112,12987992,18,3
85,18178174,23,2
113,17105855,3,4
73,4872990,20,1
77,3451605,16,2
40,11819101,14,3
92,6318003,6,3
133,4662233,22,3
83,12988092,22,2
113,6675130,22,5
62,17970807,22,3
34,6774158,23,1
61,14953684,13,4
84,16519349,8,4
28,12981091,23,2
143,14961261,1,3
82,7863191,10,2
99,13728969,11,3
130,16801635,18,1
134,1554762,8,4
27,18697203,24,3
26,15753152,19,3
50,9596570,15,3
35,9821037,23,4
110,1506267,24,5
97,13588979,4,2
104,11223044,24,1
143,16758305,22,3
146,5447912,21,2
101,16901780,14,5
133,3328449,5,1
31,9819314,13,3
143,2238761,20,1
66,9270586,2,5
127,6063890,12,3
78,15652126,15,1
71,7589136,2,5
30,7006946,23,4
102,7412316,16,3
148,5578521,8,1
63,3483137,6,4
93,8343614,13,4
33,14242185,19,3
27,5808285,3,2
45,15453508,11,2
145,6925420,13,3
112,3850592,9,2
119,17945785,2,4
63,1700232,9,5
74,1394121,8,5
27,19167067,10,1
85,17225336,18,3
74,15475762,2,1
99,6143698,21,4
90,10170884,22,2
42,17198852,16,1
99,17474196,20,2
42,19144653,14,2
111,10007306,11,1
108,8604453,2,1
50,3823344,7,2
48,15134825,10,1
52,5245371,22,4
38,13762561,20,1
141,11204091,9,1
65,4293460,11,3
25,4904690,14,3
138,10237370,17,2
71,16474797,7,2
125,9109675,16,2
133,9987447,8,4
144,8622359,6,2
142,11884050,18,4
57,11931928,7,2
134,6788183,4,3
43,15928447,1,4
42,4843819,22,4
132,8144664,9,1
61,2925514,1,4
136,15770020,15,5
76,11939136,20,2
44,11315556,3,2
115,11554370,19,5
57,1224860,4,4
143,13179279,17,3
133,8260932,11,4
35,15617726,6,4
51,18730472,13,2
34,11673372,6,2
144,17161890,22,3
103,11660053,3,5
131,11030381,8,5
130,14817588,9,5
84,17674961,12,4
24,4519394,14,3
39,12942820,12,2
86,13600469,18,5
113,7365982,24,1
127,9382667,9,4
35,17285798,8,3
31,2649222,19,2
114,16239372,23,3
98,4601752,9,3
99,9154024,2,3
97,3523146,4,1
63,11749587,15,4
48,7314889,12,2
44,7773878,7,3
104,12562659,15,1
103,4833256,8,3
29,19346615,20,5
74,1315685,21,3
124,3884686,9,5
67,11293132,7,5
135,18099793,8,1
97,12355787,14,3
28,13695568,4,5
117,2165749,8,4
71,12497979,24,5
137,13993237,16,1
143,19088397,23,3
58,4915580,23,2
67,18087429,22,5
134,5358224,19,5
27,5258741,22,4
63,1327820,9,5
115,5642121,18,2
72,6039382,20,3
118,5889646,5,4
34,19412927,4,3
61,3521466,2,5
128,7362534,12,1
33,11116293,10,5
25,4168967,3,3
138,14864922,4,4
39,15267157,10,4
72,8380436,24,1
25,9213837,14,4
43,7878465,19,5
60,17117762,19,2
118,3383364,18,3
77,8742073,17,3
87,18102615,14,4
89,9395864,20,4
111,9988685,24,3
70,8974475,2,2
82,8130122,11,4
70,5935958,8,3
78,6468038,3,1
82,3544579,8,4
121,6891610,22,2
137,7795884,12,4
104,14248580,20,2
120,15291966,8,2
114,10464403,13,2
50,1683491,18,5
77,18400433,18,2
146,3354988,10,5
92,1733586,6,1
100,10109725,15,4
122,7012102,11,5
100,3561189,11,2
78,11493207,22,3
91,15775357,9,4
68,6722268,2,4
119,9019034,6,4
58,12777458,21,5
43,15063630,17,5
51,18145354,5,5
74,17609303,18,3
98,15725380,8,3
90,9299630,9,5
35,12658409,19,1
98,13368787,18,4
71,11038031,16,4
88,15484859,2,4
37,12161935,21,2
78,12841492,12,3
86,17417725,13,3
43,13961699,19,5
60,8764321,1,4
105,16122552,5,5
129,15139751,17,1
113,11719842,16,3
100,5413658,21,2
125,16524783,15,3
134,17467003,10,1
97,10497397,12,4
85,18466399,2,1
109,5819957,5,4
33,5910116,21,3
104,18775202,24,3
75,2982161,4,4
79,1407623,4,4
120,18939531,11,3
34,9766468,21,5
83,6413083,19,1
91,13508352,20,5
70,11576727,5,5
67,9943239,1,2
96,3113822,8,3
115,19652413,23,5
104,7146511,21,1
148,7063786,19,4
131,3021951,5,5
138,15810931,22,5
48,11694841,19,4
75,16433484,22,2
65,19988476,19,4
21,13516127,9,4
87,13049113,9,2
88,3370520,1,2
100,17590596,7,3
144,10329762,17,2
103,15255553,15,4
55,7339174,16,2
138,2005977,15,3
112,4395302,23,2
140,1076352,6,1
22,13256893,22,2
116,13524218,11,5
108,17604015,14,4
138,14848069,7,2
134,4102970,3,3
113,5972569,24,3
144,19706682,11,3
115,12271697,13,1
22,15693382,10,3
119,13838185,4,5
118,9865121,22,2
100,13911898,9,5
145,3133165,6,3
51,1634429,4,2
72,16824222,4,4
96,19503301,8,5
132,8398713,4,2
95,6533034,3,4
78,12934850,2,4
35,2177562,3,3
134,11733128,19,1
149,5721048,23,4
22,7340062,15,3
57,7957315,9,1
37,1176490,20,2
99,13996072,21,4
103,18780506,10,4
113,11174469,14,2
80,9782590,4,1
64,4800805,5,4
130,2520628,18,3
115,2772796,9,5
109,1849282,24,4
28,9349275,3,4
43,7177326,11,4
21,4038947,13,5
49,19988020,11,2
83,4242162,9,4
104,11968941,2,3
54,10633393,21,2
136,16837571,3,5
30,3943613,9,5
61,18085186,20,4
20,2896278,17,4
145,11946545,14,5
108,10148265,12,2
129,13687257,3,5
139,9828850,2,5
108,19028803,16,3
116,12655162,20,5
32,19848149,6,2
103,19644730,8,4
35,4795675,3,1
35,10753136,21,5
22,4311681,9,3
84,13246902,18,5
129,6815244,11,3
143,7035004,6,4
143,18961541,22,4
84,8837481,15,4
35,1751627,23,5
53,18357020,18,5
41,12834064,8,1
24,17350137,17,3
131,2687140,22,5
125,17968565,17,5
59,19432073,8,1
68,12287690,15,5
124,13630074,19,5
24,1398911,8,5
55,13079596,22,1
110,4586402,12,3
77,17770743,23,2
29,3412139,20,5
84,4230017,3,2
50,10495899,20,5
130,3412366,4,5
149,13340645,1,4
111,19921951,6,1
80,12683027,23,2
142,3304956,14,5
67,11485487,7,1
25,9557808,15,4
64,15256230,20,3
124,1284282,17,4
110,10346306,3,4
76,12128531,11,3
108,8994019,4,4
69,10952347,19,5
58,14401050,5,2
56,11204805,8,4
63,11207523,11,1
131,15936459,23,4
137,13202736,1,3
64,12058064,2,2
134,2132821,3,4
136,14789324,7,5
96,16784360,16,5
94,17931730,15,4
71,10211388,17,2
51,4328844,6,2
88,3899410,20,4
65,7158758,15,1
108,16183063,9,2
142,9201104,21,1
99,10734602,3,4
65,3694147,16,2
51,16333171,4,1
91,10836808,9,5
94,19164987,21,5
132,13709134,7,5
124,4750761,23,3
119,3410686,5,4
53,5126221,22,5
86,11957490,23,2
56,13373968,1,1
127,17738885,15,3
62,4206076,17,5
77,15073150,19,5
50,11541346,1,1
141,4246544,1,4
77,13667619,5,4
145,17054191,21,4
32,7431043,21,4
61,13945933,24,2
143,7065315,13,1
83,10674881,20,2
118,16163020,18,3
122,7723693,24,1
127,8827492,10,5
73,7496091,17,4
39,17903527,10,2
24,9126456,7,2
137,9038011,16,3
130,10299958,10,4
81,12749720,13,5
108,6837378,8,1
92,15016403,3,4
105,1672617,11,4
78,14635714,4,3
75,8716518,13,5
98,15251074,7,3
69,16207139,1,1
111,5230102,3,2
76,13649854,11,3
70,18113104,17,2
20,4357145,8,4
98,7868000,16,4
103,8271282,17,1
121,19870724,8,5
112,8101676,5,3
143,5279028,11,1
121,15015123,21,4
96,18868391,19,4
124,10711678,22,3
73,15502951,21,1
79,9981738,8,5
130,5116212,10,1
84,16498130,1,1
55,19763648,17,5
33,19562253,6,5
77,8531362,5,2
140,3268965,14,1
97,11803469,17,1
115,11429769,22,3
34,4899192,9,1
140,1315748,21,3
81,15825615,14,2
115,16016814,24,5
135,4747822,5,5
70,11855780,8,5
101,15736977,14,4
78,3768052,11,4
51,3725264,8,3
52,18728220,6,5
35,7307514,23,5
98,17655334,7,2
77,8740978,19,5
88,6028747,23,3
76,8797456,5,5
42,18478977,9,5
66,5745569,1,1
55,4935052,10,3
53,13383032,18,4
46,12621225,19,5
104,10438458,13,2
132,10330222,15,2
46,16933631,19,5
91,2717086,3,1
112,15253032,3,5
45,6036004,19,3
143,13753446,17,1
43,9910222,14,3
75,10628881,4,2
30,13840243,4,5
81,12410514,20,5
144,8801130,18,1
69,16786550,13,4
132,6575411,15,5
73,15066560,11,5
59,13993481,8,3
71,11766993,12,2
20,5128493,12,3
85,3151489,15,3
141,15669046,24,5
124,17937858,9,5
78,17264752,15,2
81,8264532,10,3
92,12716756,24,4
68,4575680,11,1
83,16452618,21,5
128,11904190,3,2
94,3155700,13,4
35,6858846,1,2
117,5506408,1,1
47,4770241,3,1
110,12824892,23,2
55,4572571,8,3
70,6059967,24,1
113,8250263,7,4
113,1881183,10,5
131,6736397,1,2
55,15207932,3,5
90,17622709,13,1
23,17655506,20,2
20,18051066,11,2
23,19252496,7,3
96,19217345,16,5
115,12939282,15,4
37,10585005,21,3
38,8716917,5,4
65,3874302,24,4
110,14746548,14,5
56,3133568,3,5
44,15862394,1,3
106,16728109,13,3
54,12500689,8,3
145,10973481,11,2
71,7157556,19,5
116,18293292,7,3
109,2600241,1,2
70,15955321,8,4
41,2761030,15,2
73,14751343,14,1
46,18226776,2,3
107,14128937,7,5
54,10733573,12,3
109,19593382,11,3
65,11736685,6,5
38,4510879,4,5
83,11059192,15,1
122,7350999,9,3
49,19058107,12,2
94,19520546,7,3
111,19789400,16,4
141,6279921,17,3
47,14162927,4,4
31,2430564,6,2
87,19753251,17,1
72,13919363,4,5
32,9795101,19,4
35,6932829,12,5
66,14651529,17,3
110,7643633,6,2
42,6135135,8,4
88,2460615,6,1
79,19139768,2,2
128,13800386,13,3
137,18774523,23,5
38,16898702,24,2
49,3277945,20,5
105,3155470,12,5
24,13125925,8,2
